MFCC Coef1,MFCC Coef2,MFCC Coef3,MFCC Coef4,MFCC Coef5,MFCC Coef6,MFCC Coef7,MFCC Coef8,MFCC Coef9,MFCC Coef10,MFCC Coef11,MFCC Coef12,MFCC Coef13,First delta1,First delta2,First delta3,First delta4,First delta5,First delta6,First delta7,First delta8,First delta9,First delta10,First delta11,First delta12,First delta13,Second delta1,Second delta2,Second delta3,Second delta4,Second delta5,Second delta6,Second delta7,Second delta8,Second delta9,Second delta10,Second delta11,Second delta12,Second delta13,voiced
30.370000000000001,-0.0,-35.479999999999997,0.0,39.109999999999999,0.0,-41.770000000000003,-0.0,46.090000000000003,-0.0,-49.020000000000003,0.0,54.369999999999997,-2.4200000000000017,0.0,1.6400000000000006,0.0,-0.59000000000000341,0.0,-0.59999999999999432,0.0,-0.010000000000005116,0.0,-0.53000000000000114,0.0,-1.1899999999999977,-3.3100000000000023,0.0,3.4699999999999918,0.0,-1.7800000000000011,0.0,2.0500000000000114,0.0,4.4799999999999969,0.0,-5.8799999999999955,0.0,-2.0,1.0
27.899999999999999,-0.0,-35.280000000000001,0.0,37.479999999999997,0.0,-43.409999999999997,-0.0,46.659999999999997,-0.0,-50.840000000000003,0.0,53.450000000000003,-2.7900000000000027,0.0,4.6899999999999977,0.0,-3.1799999999999997,0.0,-1.7099999999999937,0.0,2.509999999999998,0.0,-2.7299999999999969,0.0,-3.1099999999999994,1.5100000000000016,0.0,1.8100000000000023,0.0,1.0800000000000054,0.0,-0.26000000000001222,0.0,0.64000000000000767,0.0,0.39000000000000767,0.0,1.4599999999999937,1.0
27.579999999999998,-0.0,-30.789999999999999,0.0,35.93,0.0,-43.479999999999997,-0.0,48.600000000000001,-0.0,-51.75,0.0,51.259999999999998,-0.91000000000000014,0.0,3.4500000000000028,0.0,0.49000000000000199,0.0,-0.86000000000000654,0.0,0.63000000000000256,0.0,-0.13999999999999346,0.0,0.26999999999999602,6.0400000000000027,0.0,-9.9099999999999966,0.0,4.0,0.0,1.289999999999992,0.0,-4.4600000000000009,0.0,3.9499999999999957,0.0,6.6200000000000045,1.0
26.989999999999998,-0.0,-31.829999999999998,0.0,37.969999999999999,0.0,-44.270000000000003,-0.0,47.289999999999999,-0.0,-50.979999999999997,0.0,53.719999999999999,3.25,0.0,-5.2199999999999989,0.0,0.82000000000000028,0.0,-0.42000000000000171,0.0,-1.9500000000000028,0.0,1.2199999999999989,0.0,3.5100000000000051,4.8800000000000026,0.0,-6.6400000000000077,0.0,1.1700000000000017,0.0,2.8700000000000117,0.0,0.14999999999999858,0.0,-0.18000000000000682,0.0,1.0700000000000074,1.0
30.829999999999998,-0.0,-36.009999999999998,0.0,36.75,0.0,-43.899999999999999,-0.0,46.649999999999999,-0.0,-50.530000000000001,0.0,54.770000000000003,3.9700000000000024,0.0,-3.1900000000000048,0.0,1.6600000000000037,0.0,2.0100000000000051,0.0,0.78000000000000114,0.0,-0.32000000000000028,0.0,1.3400000000000034,-4.0599999999999987,0.0,5.7899999999999991,0.0,-0.049999999999997158,0.0,1.9100000000000037,0.0,3.0800000000000054,0.0,-1.8699999999999974,0.0,-4.1300000000000097,1.0
30.960000000000001,-0.0,-35.020000000000003,0.0,39.630000000000003,0.0,-42.259999999999998,-0.0,48.07,-0.0,-51.299999999999997,0.0,55.060000000000002,-0.80999999999999872,0.0,0.57000000000000028,0.0,0.77000000000000313,0.0,1.490000000000002,0.0,1.1300000000000026,0.0,-0.64999999999999858,0.0,-0.62000000000000455,-7.3000000000000043,0.0,4.5600000000000094,0.0,-7.2800000000000082,0.0,-1.7000000000000099,0.0,-0.67999999999999972,0.0,0.30999999999999517,0.0,-3.960000000000008,1.0
30.02,-0.0,-35.439999999999998,0.0,37.520000000000003,0.0,-42.409999999999997,-0.0,47.780000000000001,-0.0,-51.18,0.0,54.149999999999999,-3.3300000000000018,0.0,1.3700000000000045,0.0,-5.6200000000000045,0.0,0.30999999999999517,0.0,0.10000000000000142,0.0,-0.010000000000005116,0.0,-2.6200000000000045,0.57000000000000028,0.0,1.1299999999999955,0.0,-3.2700000000000031,0.0,0.079999999999991189,0.0,-1.3400000000000034,0.0,0.89999999999999858,0.0,-0.93999999999999062,1.0
27.629999999999999,-0.0,-33.649999999999999,0.0,34.009999999999998,0.0,-41.950000000000003,-0.0,48.170000000000002,-0.0,-51.310000000000002,0.0,52.439999999999998,-0.23999999999999844,0.0,1.6999999999999957,0.0,-2.5,0.0,1.5699999999999932,0.0,-0.21000000000000085,0.0,0.25,0.0,-1.5599999999999952,6.860000000000003,0.0,-1.5500000000000043,0.0,7.6900000000000048,0.0,-1.4899999999999949,0.0,1.519999999999996,0.0,-1.3099999999999952,0.0,3.9200000000000088,1.0
29.780000000000001,-0.0,-33.740000000000002,0.0,35.020000000000003,0.0,-40.840000000000003,-0.0,47.57,-0.0,-50.93,0.0,52.590000000000003,3.5300000000000011,0.0,-0.17999999999999972,0.0,2.0700000000000003,0.0,-1.1799999999999997,0.0,1.6199999999999974,0.0,-1.3200000000000003,0.0,1.3000000000000043,1.5699999999999967,0.0,-0.46999999999999176,0.0,5.3200000000000003,0.0,-4.2099999999999866,0.0,1.740000000000002,0.0,-2.1000000000000014,0.0,3.4499999999999886,1.0
31.16,-0.0,-33.829999999999998,0.0,36.079999999999998,0.0,-43.130000000000003,-0.0,49.789999999999999,-0.0,-52.630000000000003,0.0,53.740000000000002,1.3299999999999983,0.0,1.230000000000004,0.0,2.8200000000000003,0.0,-2.6399999999999935,0.0,1.5300000000000011,0.0,-1.8500000000000014,0.0,1.8899999999999935,-3.0600000000000023,0.0,-0.19000000000000483,0.0,0.80000000000000426,0.0,0.75,0.0,-3.529999999999994,0.0,1.8000000000000043,0.0,0.31999999999999318,1.0
